地下水埋深,扶沟站径流,练寺雨量站降水量(mm),平均相对湿度%,日照时数h,平均气温℃,平均风速(km/d),小蒸发皿(mm),作物需水量（mm）
2.34,0.453,3.6,70.1,6.98,26.65,174.528,64.5,6.09
2.505,0.4824,35.2,76.8,5.1,25.51,115.776,55.1,19.61
2.5,27.068,160.4,82.4,4.92,25.325,131.328,42.5,18.58
2.555,16.131,0,80.7,6.58,26.94,98.496,49.1,21.26
2.735,6.481666667,12.5,79.15,10.08333333,29.29833333,113.616,71.4,36.5
2.91,3.026,15.9,80.1,6.81,27.815,134.784,59.1,50.07
3.115,1.969,2.6,82.1,5.69,26.39,166.752,49.5,49.39
3.37,1.643833333,0,85.01666667,7.006666667,24.2025,84.528,46.4,24.44
3.395,1.709,100.3,82.8,7.6,27.21,113.184,49.95,23.85
3.425,18.416,12.3,82.6,2.51,22.75,196.992,37.7,15.22
3.455,4.268,2,73.7,5.84,21.74,111.456,39.8,5.6
3.575,10.187,0,89,2.12,15.345,125.28,14.7,0.54
3.765,8.697,0,85.1,3.59,15.8,76.896,17.5,7.3
4.265,7.907333333,0,78.53333333,5.275,15.9575,139.104,27.5,9.53
4.295,9.794,0,76.3,5.55,11.815,75.168,20.6,6.35
4.04,7.733,0,78.6,5.68,9.4,159.84,17.9,5.97
3.835,3.094,0,67.2,4.7,8.875,132.192,17.5,5.76
3.73,1.389,0,57.3,7.01,6.76,164.16,23.5,6.48
3.65,0.739,0,56.3,5.31,4.085,142.56,17.7,5.27
3.67,0.610833333,0,52.56666667,6.473333333,3.111666667,161.28,16.3,6.14
3.685,0.122,0,85.1,1.66,1.335,183.168,5.8,2.89
3.66,0.708,0,81.5,2.09,-1.255,196.992,7.8,2.91
3.625,1.074666667,0,68.76666667,3.663333333,-2.299166667,178.848,10.9,4.16
3.615,0.942,0,63.9,6.03,1.39,156.384,16.2,5.81
3.58,1.014,0,73.6,4.62,5.34,183.168,18.2,6.24
3.575,1.44375,0,61.675,5.8825,5.74875,176.904,26.1,7.69
3.5,0.821,0,54.6,6.41,9.455,154.656,37.7,13.13
3.465,1.362,0,66.1,7.14,10.39,178.848,39.5,17.88
3.46,0.504666667,0,44.73333333,6.376666667,14.26333333,218.16,65,33
3.565,0,0,57.1,7.68,14.09,219.456,50,33.25
3.655,0,0,65.2,7.38,16.415,209.952,52.8,39.64
3.84,0,0,54.3,7.82,19.925,168.48,62.1,49.72
3.955,0,32.1,62.8,9.9,21.01,167.616,68.8,55.54
4.11,0,4.8,67.3,7.21,21.6,137.376,62.3,48.85
4.335,0,13.2,66.1,5.723333333,24.18583333,146.736,62.8,22.9
4.38,1.171,56.1,75.7,6.35,24.71,140.832,54.75,5.78
4.455,0.396,3.5,62.8,7.98,26.195,90.72,71.7,2.69
4.54,1.586,188.7,87.9,3.48,25.73,97.632,38.65,16.72
3.4,63.17,113.2,87.4,3.13,27.27,107.136,39.6,16.68
1.995,86.42,219.2,88.7,4.95,27.89,66.528,43.35,19.07
2.215,26.83666667,69.1,84.26666667,7.955,28.8,80.64,62.2,30.78
2.23,25.24,55.7,87.5,3.93,26.76,105.408,35.1,38.91
2.215,18.716,2.8,83.7,6.29,27.675,132.192,47,51.62
2.205,8.120666667,13.8,78.65,7.486666667,25.83166667,189.936,59.8,27.01
2.225,22.357,30.9,82.3,4.97,22.955,144.288,36.3,18.43
2.265,19.98,5.2,72.8,7.18,23.535,116.64,46,21.13
2.395,42.62,95.3,90.2,0.77,19.45,171.936,20.2,3.86
2.415,28.59,0,88.5,4.18,19.91,123.552,22.3,0.44
2.365,19.69,0,83.3,3.2,14.065,107.136,17.1,6.91
2.14,19.00833333,0,86.36666667,2.133333333,12.6675,167.904,14.6,6.19
1.995,13.18,0,75.1,4.62,10.215,187.488,21.9,6.94
1.98,13.92,0,81.6,3.69,5.725,156.384,9.9,4.21
1.975,11.16,0,84.1,3.05,8.025,143.424,11.4,4.22
1.995,12.5,0,86.6,2.56,6.46,158.112,8.4,3.68
2.075,12.5,0,82.6,2.85,4.5,179.712,9.3,3.7
2.135,9.4855,0,77.21666667,4.053333333,4.9625,168.912,12.5,4.46
2.15,9.891,0,85.2,2.95,1.505,207.36,8.1,3.03
2.18,13.76,0,83.8,2.95,-1.06,175.392,5.5,2.86
2.175,11.755,0,79.65,2.691666667,-1.0425,214.416,10.6,3.87
2.175,12.86,0,84.1,2.35,1.16,198.72,7.1,3.54
2.125,18.2,0,78.1,5.04,5.055,220.32,17.6,6.2
2.035,19.12,0,82.83333333,2.59,4.91,166.464,8.7,4.35
2.01,13.04,0,52.5,6.64,9.295,227.232,41.8,14.28
2.05,8.268,0,60.8,6.68,12.315,210.816,45,19.53
2.075,7.056666667,0,60.98333333,7.953333333,12.84083333,203.184,52.2,26.76
2.14,1.776,0,69.2,6.48,13.955,196.128,41.2,27.39
2.265,0.996,0,65.6,9.22,16.035,209.952,57.9,40.56
2.49,1.074,0,70.6,4.79,15.44,146.88,38.1,32.9
2.585,0.5369,0,72.1,7.96,20.48,136.512,51.5,47.1
2.615,0.0017,0,63.6,8.49,23.56,158.112,64.3,55.93
2.665,0,1.1,68.76666667,6.658333333,23.91583333,136.224,63.4,25.31
2.805,0,1.1,62.6,6.06,25.965,131.328,66.9,8.79
3.155,0,31.6,77.8,5.13,25.34,108.864,55.95,4.4
3.265,1.065,94.3,76.5,7.31,27.515,144.288,59.1,23.65
3.27,2.923,29.1,72.1,10.07,30.16,188.352,84.3,30.02
3.18,6.407,40.8,72.7,9.89,28.61,139.968,72.9,27.54
3.055,12.98,225,90.6,4.258333333,26.725,130.896,51.8,23.1
2.97,15.582,1.2,82.8,6.33,27.91,133.056,47.5,48.1
2.89,15.807,0,82.1,7.33,26.15,116.64,46.6,53.34
2.825,3.847333333,7.9,80.88333333,5.85,25.76916667,133.056,49.2,24.1
2.795,1.667,0,72.8,7.2,24.26,140.832,52.6,22.92
2.73,1.015,0,72.1,5.47,22.855,160.704,46.9,19.79
2.68,2.511,1.2,72.2,5.48,20.71,158.112,42.9,4.71
2.73,2.194,0,70.4,5.02,17.245,149.472,32.5,1.4
2.79,0.499,0,75.1,3.1,17.74,123.552,26.9,8.74
3.09,1.7625,0,86.56666667,3.838333333,15.79333333,98.784,18.7,7.36
3.03,9.064,0,77,4.01,10.725,105.408,18.3,5.69
3.065,9.115,0,66.7,6.88,9.31,103.68,22.9,6.46
3.095,9.12,0,62.7,3.65,8.55,114.048,20.5,5.75
3.085,9.908,0,87.3,0.11,1.91,216,5.8,2.74
3.04,10.53,0,78.4,1.71,1.215,210.816,8.5,3.33
2.91,10.26266667,0,66.36666667,5.466666667,1.171666667,114.768,10.8,4.28
2.945,10.017,0,57.7,7.04,6.565,161.568,20.4,6.64
2.995,7.782,0,80,2.06,4.37,185.76,13,3.91
3.04,7.763166667,0,57.98333333,5.033333333,3.400833333,127.728,19.9,5.99
3.075,9.48,0,56.4,3.93,6.94,143.424,27.7,7.04
3.12,2.098,0,58.1,5.26,8.57,191.808,32.5,8.99
3.19,0.391,0,76,3.663333333,9.09,116.928,18.8,5.86
3.24,0.476,0,70.6,4.86,8.135,203.04,32.65,11.08
3.275,1.669,0,72.4,5.7,14.73,162.432,39.75,16.79
3.335,0.618333333,0,70.16666667,6.66,13.8325,164.736,54.55,25.35
3.205,0,0,71.8,5.52,15.505,149.472,45.7,26.22
3.19,0,0,68,7.94,16.77,190.08,49.55,38.63
3.175,0,0,77.4,2.29,14.325,183.168,27.35,28.01
3.185,2.138,87.8,88,3.23,15.535,168.48,31.45,27.95
3.13,9.888,40.4,81.1,5.97,19.31,160.704,38.4,39.02
3.085,3.859,5,70.78333333,8.546666667,22.94916667,108.288,49.55,21.93
3.19,1.086,4.2,62.1,7.34,28.095,118.368,48.15,9.19
3.185,0.58,1.1,59.4,8.94,28.32,133.92,51.45,4.52
3.2,10.615,100.7,82.7,4.19,24.445,174.528,48.7,17.98
3.86,9.711,1.6,76.7,6.8,27.705,103.68,64.9,22.28
3.675,1.911,19,74.5,9.71,29.325,122.688,75.1,27.42
3.355,19.52566667,125.5,89.58333333,2.095,25.80833333,114.912,53.65,20.11
3.075,11.42,1.8,79.1,8.23,27.725,144.288,52.75,55.98
2.995,8.404,9.7,84.5,1.98,24.225,81.216,33.15,34.15
2.825,13.41316667,70.3,87.35,7.713333333,27.0625,72.432,68.15,27.15
2.9,0.1001,0,75.3,7.32,24.54,176.256,54.4,23.58
3.03,6.0411,41,84.4,4,19.875,157.248,16.35,15.06
3.07,14.499,0,72.9,7,20.245,110.592,36.3,4.86
3.105,0.381,0,63.6,7.15,19.23,86.4,47.3,1.16
3.16,0.0667,0,75.8,4.15,18.15,147.744,26.75,9.03
3.185,4.249233333,0,75.63333333,3.043333333,10.17916667,130.464,23.9,7.07
3.215,2.867,0,61.8,6.82,10.785,127.872,31.6,8.18
3.245,2.324,0,66.2,3.73,9.005,167.616,26.3,6.77
3.28,3.922,0,73.7,4.99,6.695,127.008,16.8,5.05
3.205,10.712,0,91.2,1.8,4.12,181.44,5.3,2.72
3.24,9.616,0,94.7,0,2.455,174.528,4.3,2.21
3.29,7.690833333,0,76.03333333,4.19,-0.706666667,191.376,11.1,3.34
2.98,1.0849,0,60,5.73,-0.28,118.368,12.5,4.04
3.13,0.292,0,66.3,5.47,4.56,177.984,16.8,5.93
3.165,1.4985,0,72.43333333,4.125,2.488333333,201.456,18.6,5.54
3.145,2.8562,0,75.3,4.71,3.91,165.888,16.45,5.26
3.155,5.705,0,77.1,4.93,3.545,114.048,18,5.56
3.15,6.543666667,0,83.73333333,1.493333333,6.45,189.504,11.9,4.29
3.15,5.334,0,74.9,3.5,5.245,200.448,24.45,8.86
3.16,5.606,0,81.4,2.31,6.97,199.584,16.65,10
3.17,1.97,0,65.85,7.366666667,14.10833333,189.504,59.15,26.54
3.16,1.406,0,67.3,4.87,12.795,225.504,25.45,25.67
3.115,0.391,0,72.8,5.17,16.07,196.992,39.9,32.53
3.11,2.841,0,82.3,5.13,16.2,124.416,44.25,33.83
3.135,13.245,53.4,80.8,4.63,18.585,156.384,48.7,34.89
3.15,6.654,2.8,80.1,4.68,20.245,114.912,35.25,37.25
3.19,6.967333333,0,70.31666667,7.431666667,22.54833333,87.696,52,20.35
3.215,0.047,39.6,69.2,5.62,24.95,135.648,44.45,7.75
3.22,0.0349,88.6,62.1,7.75,25.84,105.408,74.1,4.34
3.085,9.7514,209.4,85.8,4.42,25.11,110.592,45.6,17.77
2.875,26.29,15.3,88.9,4.27,24.38,80.352,45.1,16.82
2.605,21.33,87.9,90.3,1.97,23.785,123.552,28.8,13.63
2.115,15.77516667,14.4,85.63333333,7.433333333,29.35083333,90.576,46.65,32.39
1.89,8.867,4.2,84.3,4.1,28.76,96.768,21.55,42.5
1.82,27.71,91.3,93.2,0.48,21.845,122.688,22.15,26.4
1.575,31.105,251.3,92.45,2.236666667,24.40666667,136.368,31.25,16.57
1.365,80.8,49.9,93.9,1.21,20.71,82.944,22.85,11.57
1.285,37.57,26.5,85.4,5.64,23.755,115.776,24.4,18.13
1.14,25.37,9.4,80.7,6.15,21.865,127.008,23.25,5.6
1.03,43.44,0,93,0.97,15.6,103.68,11.4,0.6
0.925,69.19,0,76.2,5.28,13.575,177.984,16.35,8.73
0.835,33.56,0,65.55,7.646666667,16.6,95.472,28.1,10.92
0.845,32.95,0,77.7,3.51,10.475,237.6,22.2,6.58
1.03,31.7,0,81.7,4.31,8.675,157.248,14.6,5.04
1.14,23.55,0,81.5,2.78,6.195,151.2,12.2,4.13
1.18,19.08,0,83.2,1.29,2.825,158.112,7.2,2.97
1.215,24.01,0,78.2,3.42,1.93,136.512,11.3,3.48
1.315,18.73333333,0,63.98333333,5.121666667,4.728333333,152.64,16.8,5.47
1.385,21.02,0,71.6,2.59,5.015,147.744,14.6,4.42
1.52,17.57,0,75.6,3.29,1.555,176.256,10.4,3.8
1.685,13.82566667,0,57.55,7.678333333,1.374166667,158.544,17.1,6.16
1.775,13.68,0,45.6,7.01,4.295,184.032,27,8.04
1.815,12.669,0,60.2,5.72,10.435,182.304,32,9.27
1.88,18.135,0,64.825,5.265,10.48375,192.672,28.5,8.48
1.95,16.1,0,54.2,8.06,9.2,218.592,49.15,15.87
2.07,14.307,0,72.8,4.02,10.465,230.688,43.35,15.41
2.22,16.695,0,71.23333333,5.29,12.15666667,151.344,31,22.08
2.27,12.904,0,59.5,7.53,13.85,216,44,31.95
2.385,10.587,0,72,6.93,19.83,133.056,50.25,37.68
2.53,7.825,0,68.8,5.57,18.635,200.448,49.45,41.04
2.58,10.032,34.8,73.1,6.83,18.99,128.736,44.4,42.61
2.675,12.674,15.3,68.1,8.32,21.565,188.352,56.65,52.45
2.85,8.8225,10.1,65.41666667,6.918333333,22.61583333,135.504,32.1,20.99
2.95,7.765,20.3,67.1,5.56,22.265,132.192,43.35,4.87
3.025,5.828,13.4,74,6.14,24.675,96.768,44,5.44
3.03,11.093,7.6,71.3,8.29,29.53,101.952,63.8,25.8
3.055,3.102,54.3,71.1,8.79,28.995,101.088,69.9,25.74
2.52,43.774,249.3,89,3.72,25.635,95.04,61.3,16.44
1.925,43.66833333,56.8,84.35,7.351666667,28.78083333,127.296,39.6,29.66
1.915,31.63,49.3,87.4,4.36,27.85,127.008,46.35,43.54
1.8,64.22,117.8,88.2,3.09,23.425,189.216,52.4,37.36
1.615,47.36833333,47.6,84.68333333,4.34,24.10416667,123.264,28.25,20.06
1.585,30.4,13.1,81,6.07,23.635,102.816,20.4,19.43
1.615,19.85,48.6,77.3,5.35,22.29,121.824,24.55,18
1.65,30.57,24.8,80.2,4.97,20.45,88.128,19.9,5.62
1.695,26.05,0,75.2,5.86,16.71,65.664,26.9,0.75
1.795,20.71,0,81.1,4.03,16.5,60.48,12.75,8.04
1.895,19.31,0,72.96666667,3.816666667,14.1675,104.112,13.05,7.91
1.945,20.1,0,70.5,6.27,15.31,131.328,29.1,7.94
1.98,22.62,0,72.1,5.65,9.28,122.688,21.2,5.85
2.13,17.93,0,73.7,5.29,7.55,179.712,18.2,5.43
2.17,22.77,0,69.4,5,7.785,199.584,19.7,5.7
2.125,17.19,0,81.5,0.86,5.595,177.984,9.8,3.65
2.055,19.4,0,75.63333333,1.508333333,-2.559166667,116.928,9,2.66
2.05,17.79,0,67.9,5.39,-0.54,50.112,10.3,2.87
2.095,19,0,67.7,5.75,0.765,26.784,7.9,3.07
2.135,17.545,0,67.26666667,3.288333333,1.765,90.288,15.9,4.32
2.175,18.09,0,68.2,3.15,-0.56,196.128,11.7,4.51
2.325,15.53,0,77.5,2.76,-0.295,173.664,10,4.15
2.46,16.63,0,63.03333333,5.79,4.54,190.656,19.7,6.18
2.515,17.76,0,53.9,7.04,8.38,202.176,45.4,13.5
2.57,17.74,0,51.4,5.78,7.53,189.216,31,15.95
2.595,17.04333333,0,65.93333333,5.836666667,10.7275,163.728,38.15,22.58
2.64,14.15,0,65.7,7.13,15.47,191.808,53.85,30.85
2.77,12.03,0,61.7,8.95,16.545,135.648,45.8,39.75
2.805,9.151,0,67,7.6,20.555,125.28,49.8,44.92
2.84,6.622,3,69.1,6.78,19.08,169.344,52.95,43.48
2.88,11.803,24.7,75.2,4.23,19.88,143.424,32.5,37.3
2.92,9.561333333,0,64.9,6.836666667,23.25416667,94.464,36.8,23.3
3.16,7.46,25.8,60.5,5.08,25.785,92.448,34.85,7.62
3.2,3.131,0,59.1,9.17,28.94,114.912,57.95,5.85
3.245,15.637,140.4,68.5,6.8,28.56,125.28,56.6,23.92
3.23,20.19,43.8,80.7,2.29,26.035,94.176,24.05,15.97
3.215,17.49,78.7,79.2,6.63,27.935,145.152,48.5,22.23
2.855,41.17666667,49.3,83.81666667,3.14,28.0675,115.632,42.8,22.1
2.74,33.25,2,83.5,5.52,27.69,136.512,25.15,46.69
2.715,15.475,6.8,80.9,5.2,27.07,138.24,23.2,50.5
2.7,19.59166667,75.2,85.93333333,4.101666667,22.4975,84.672,34.75,19.17
2.695,31.45,21.2,79.5,6.26,23.255,111.456,50.05,20.19
2.68,17.38,24.9,82.3,2.2,24.59,128.736,24.8,14.8
2.655,30.29,48.9,86.9,2.15,18.75,106.272,11.85,4.19
2.525,60.09,0,83.3,4.13,17.195,95.04,14.4,1.07
2.48,29.84,0,73.2,4.32,17.68,100.224,13.3,9.06
2.455,24.835,0,74.08333333,5.57,14.2375,94.608,16.05,8.64
2.5,23.28,0,70.7,5.66,16.575,69.984,22.4,7.31
2.6,22.63,0,74.6,3.73,10.62,116.64,15.7,5.18
2.8,18.34,0,56.2,6.46,9.62,130.464,26.1,6.98
2.875,20.96,0,48,5.33,3.36,167.616,21.3,5.83
2.9,17.23,0,50.6,6.38,0.73,120.096,13.7,4.48
2.965,15.17333333,0,56,3.946666667,3.585833333,166.464,20.8,5.58
2.975,19.39,0,71.2,4.83,0.945,128.736,9.2,3.53
2.97,18.58,0,78.5,0.68,1.63,182.304,6,3.36
2.945,20.82333333,0,82.35,3.813333333,0.149166667,111.312,8.6,3.66
2.875,19.39,0,72.6,4.16,0.625,165.024,13,4.7
2.825,16.99,0,69.2,4.76,7.405,157.248,22.8,7.04
2.85,20.48333333,0,63.6,3.33,4.265,202.176,19.3,5.92
2.865,18.7,0,66.4,6.9,10.61,124.416,30.85,11.77
2.905,18.15,0,43.5,7.74,10.175,196.128,46.2,20.05
2.945,17.80333333,0,51.88333333,8.128333333,14.41666667,152.784,57.75,28.97
2.975,17.03,0,67.8,6.39,17.205,144.288,49.4,29.01
3.055,15.244,0,64,7.3,14.88,150.336,35.85,35.46
3.105,12.097,0,74.1,6.16,18.015,112.32,59,38.93
3.14,13.223,54.8,72.6,4.86,21.32,152.928,45.5,40.42
3.18,12.2,24.4,64.3,8.25,20.17,137.376,47.3,50.57
3.23,12.65916667,20.2,65.36666667,7.02,22.7475,119.952,64.75,23.04
3.315,7.592,0,53.6,8.01,25.445,82.944,43.85,7.37
3.49,4.457,22.5,53.8,9.26,28.9,118.368,69.8,5.94
3.615,17.797,91.8,75,6.15,26.73,95.04,56.1,21.12
3.44,58.77,154.3,81.6,3.58,27.26,53.568,45.35,17.23
3.035,25.54,1.8,79.6,4.63,29.47,94.176,67.35,20.04
2.84,20.91666667,121.9,81.15,3.431666667,26.75416667,90,59.55,24.08
2.8,29.33,33,81.2,7.19,27.625,69.12,62.1,51.33
2.73,16.982,0,75.2,7.33,28.1,86.4,55.45,55.48
2.635,17.844,17,80.21666667,3.938333333,26.375,90.72,22.75,20.71
2.605,28.54,50.7,81.9,3.72,20.835,47.52,24.6,14.74
2.62,16.14,0,76,6.56,21.65,26.784,30.4,17.52
2.61,16.51,18.2,77.3,2.13,21.485,69.984,9.2,5.48
2.66,16.3,0,76,5.72,21.49,14.688,22.15,1.19
2.76,15.992,0,73.6,4.38,21.225,85.536,18.55,9.83
2.885,13.00633333,0,67.16666667,5.045,16.36666667,104.544,17.6,9.59
2.63,10.846,0,52.3,8,16.315,102.816,38.5,9.63
2.72,8.609,0,67.7,3.7,11.025,118.368,19.7,6.13
2.795,17.93,0,86.7,0.97,5.875,196.128,5.2,3.3
2.82,15.36,0,75,2.48,2.945,143.424,9.1,3.63
2.82,16.94,0,61.8,6.88,5.035,127.872,17.7,5.1
2.835,19.18,0,79.25,2.556666667,3.3725,108.288,7.8,3.65
2.815,14.26,0,61.8,4.7,1.2,149.472,11.1,4.5
2.775,12.43,0,62.7,4.02,2.27,105.408,10.5,4.2
2.765,12.32833333,0,57.11666667,6.19,4.1,137.808,20.7,6.92
2.715,10.516,0,60.5,5.62,6.665,126.144,19.6,6.59
2.68,14.12,0,70.1,3.81,7.445,139.968,17.3,6.52
2.67,5.527333333,0,74.03333333,4.373333333,10.09166667,175.968,17.2,6.33
2.67,20.687,0,67.2,5.21,6.135,192.672,19.95,9.61
2.625,17.09,0,66.1,2.91,8.35,144.288,17.3,11.98
2.605,18.055,0,66.91666667,6.65,16.035,151.632,53.1,26.84
2.635,16.31,0,53.6,7.81,13.735,133.92,41.3,29.28
2.675,15.303,0,67.4,7.58,17.025,149.472,59.35,36.02
2.695,14.36,0,62.8,6.39,18.685,110.592,36,39.81
2.74,11.996,0,63.7,8.32,20.81,130.464,61.65,49.54
2.85,11.733,0.6,53.2,8.85,22.575,117.504,67.5,54.81
3.195,11.65516667,76.7,66.56666667,5.345,26.00916667,111.024,52.85,19.86
3.24,13.032,0,66.6,4.6,25.185,95.904,47.45,6.97
3.415,5.5872,25.5,66.6,5.08,24.95,114.048,19.6,2.17
3.51,8.67,82.5,79.4,5.63,27.195,62.208,54.05,20.38
3.5,14.804,130.9,83,4.09,25.56,62.208,31.6,17.48
2.825,24.52,206.3,85.6,3.32,26.73,126.144,29,17
2.075,29.805,12.8,86.21666667,3.466666667,26.00166667,46.08,48.25,24.66
2.115,37.2,59.1,83.5,3.91,28.41,84.672,39.35,41.28
2.145,28.47,0,78.5,4.65,27,100.224,57.65,46.51
2.215,13.93416667,37.4,82.88333333,2.576666667,26.58083333,155.232,43.55,19.54
2.255,22.54,0,76.1,5.53,23.055,70.848,24.7,18.62
2.3,18.34,6.3,71.5,5.37,23.62,69.984,31.6,18.14
2.33,12.63,4.9,72.8,2.89,21.06,131.328,20.8,6.23
2.35,12.3,0,67.4,1.88,19.91,149.472,3.1,0.87
2.465,14.31,0,75.3,3.73,15.05,62.208,12.7,7.35
