地下水埋深,扶沟站径流,练寺雨量站降水量(mm),平均相对湿度%,日照时数h,平均气温℃,平均风速(km/d),小蒸发皿(mm),作物需水量（mm）
4.39,1.942,0,70.4,1.32,3.77,124.42,5.2,1.88
4.4,4.526666667,0,88.33,0,3.81,119.52,2.9,1.63
4.41,3.982,0,53.2,5.14,3.95,177.98,8.3,3.08
4.41,4.958,0,76.4,1.74,3.55,148.61,4.6,1.77
4.4,6.646,0,85.8,1,0.5,243.65,3.2,1.38
4.42,9.408,0,70.2,4.4,-4.77,191.81,3.2,1.65
4.43,7.238,0,68.2,6.28,0.48,148.61,3.9,2.29
4.43,6.086666667,0,71.67,5.47,2.33,178.56,5.7,2.99
4.37,2.33,0,78.2,3.42,2.59,145.15,5.7,2.17
4.35,4.544,0,51.4,7.56,6,195.26,15.6,4.42
4.33,4.08,0,66.2,4.74,8.57,219.46,15,4.39
4.28,1.46,0,79,0.66,5,316.22,7.3,2.65
4.27,5.728,0,74.4,2.48,5.38,191.81,12.7,3.11
4.25,5.496666667,0,58.33,8.9,10.32,152.64,12.1,3.35
4.26,3.792,0,66.8,4.3,9.89,139.97,15.6,4.87
4.21,2.308,0,70.6,0.14,7.04,262.66,9.8,4.38
4.2,8.13,0,66,7.98,9.63,190.08,19.2,8.1
4.18,7.264,0,76.4,4.1,9.71,202.18,13,7.23
4.12,7.806,0,77.2,3.14,4.69,103.68,6.8,5.55
4.11,10.96666667,0,82.83,6.35,13.33,254.88,20.6,13.13
3.93,11.338,0,82.6,4.18,10.54,188.35,13.4,9.13
3.89,8.8,0,90.8,2.32,15.42,136.51,10,9.47
3.84,9.24,0,70.4,7.64,17.36,210.82,23.5,17.67
3.8,6.906,0,62.8,10.26,20.09,214.27,30.4,24.97
3.75,0,0,80,7.7,20.1,174.53,21.6,20.51
3.75,0,0,87.4,5.84,20.35,231.55,17.1,20.19
3.69,0,0,82,6.7,18.97,145.15,21.65,20.01
3.7,4.24,53.7,88.8,2.06,16.81,191.81,7.5,13.39
3.7,15.94,2.4,88,1.44,16.34,127.87,9.4,12.58
3.63,11.086,36,79.8,6.62,22.22,188.35,23.7,23.08
3.56,17.92,23.9,78.4,4.12,19.76,217.73,22.95,11.28
3.55,13.43333333,90.2,64.5,8.05,22.55,156.96,35.3,6.98
3.55,21.62,0,71.6,8.88,22.86,157.25,36,6.07
3.55,9.14,4.2,77.2,6.56,23.34,98.5,24.2,2.29
3.4,7.134,11.4,81,6.86,23.65,120.96,24,0
3.37,3.646,0,69.2,8.8,27.31,105.41,30.6,5.95
3.35,7.454,0,70,7.3,26.98,152.06,32.8,12.09
3.34,5.3,19.4,81.2,6.28,27.45,139.97,26.3,10.93
3.48,3.732,42.2,90.2,3.68,25.97,120.96,19.3,8.34
3.4,3.136,7.5,86.2,6.26,28.74,171.07,28.4,11.03
3.35,4.308,8,83.4,9.62,31,145.15,35.1,13.88
3.09,32.9,52.9,86,6.3,29.56,145.15,29.7,11.15
3,14.314,0,83,6.52,29.09,181.44,28,11.18
2.97,2.27,0,87.33,4.63,27.99,102.24,24.8,14.67
2.9,2.268,49.1,90,3.74,27.92,131.33,17.8,17.73
2.88,26.88,30.4,89.8,4.9,27.5,119.23,19.35,23.75
2.85,35.94,73.3,92.2,2.48,27.15,148.61,19.85,18.69
2.78,40.16,0,88.8,7.46,26.21,108.86,18.9,26.15
2.74,38.1,45.4,88.6,3.92,26.5,119.23,23.6,9.37
2.63,39.96666667,29.6,86.5,7,24.81,103.68,26.7,13.11
2.64,26.3,0,84,8.48,25.15,110.59,23.6,11.94
2.65,24.22,0,75.4,10.86,26.66,148.61,31.5,14.4
2.65,18.38,13,77.4,6.02,26.69,160.7,25.4,11.05
2.75,15.56,0,72.2,7.42,21.99,167.62,25.1,10.63
2.78,11.52,0,75.4,3.86,20.87,70.85,16.3,5.17
2.8,9.162,0,79.6,7.32,21.64,44.93,20.4,0
2.81,7.194,0,66.8,7.42,22.32,179.71,25.4,0
2.82,3.842,0,76.2,4.16,21.48,48.38,14.5,0.57
2.85,0.79,0,76.6,3.62,18.41,112.32,13.8,4.36
2.87,0.486,0,63.6,6.44,17.14,89.86,17.7,5.12
2.89,0.482,0,75.2,6.46,16.88,27.65,13.6,4.08
3.08,0.626666667,0,66.67,4.17,14.59,34.56,15.1,3.92
3.11,2.766,0,56.4,7.4,16.7,139.97,21.5,5.32
3.12,1.09,0,65.4,7.58,14.35,134.78,14.4,4.6
3.12,0.15,0,73.6,6.36,15.73,143.42,13.2,4.28
3.14,0.1954,0,61.8,5.44,7.85,119.23,11.2,2.88
3.15,0.102,0,76.6,3.02,6.56,153.79,6,2.27
3.17,3.544,0,81.2,2.46,8.59,74.3,5.2,1.89
3.18,4.456,0,82.6,1.28,0.21,148.61,5.1,1.31
3.2,3.83,0,73.2,4.78,2.62,51.84,4,1.6
3.23,2.288,0,60,7.26,6.65,141.7,11.2,3.06
3.25,6.142,0,69.4,6.78,8.46,96.77,7.9,2.6
3.28,2.518,0,82.4,2.6,5.96,157.25,4.6,1.78
3.31,3.11,0,74.17,3.33,5.2,129.6,6.6,2.59
3.32,1.384,0,76.6,5.64,5.2,143.42,6.2,2.43
3.38,0.642,0,56.4,6.12,1.27,134.78,6.6,2.3
3.38,0.61,0,47.8,4.34,0.63,183.17,7.3,2.85
3.39,0.524,0,50.8,5.34,3.24,91.58,8.5,2.34
3.4,0.534,0,62.4,5.04,6.2,139.97,10.5,2.99
3.41,0.696666667,0,63.67,4.68,6.54,125.28,13.4,3.59
3.42,0.47,0,46,6.88,5.36,171.07,15.3,4.05
3.43,0.428,0,55.8,5.28,7.5,131.33,13.5,3.54
3.45,1.188,0,57,8.28,6.82,141.7,15.3,4.22
3.46,1.182,0,42.6,7.56,6.18,219.46,18.6,5.15
3.47,0.052,0,58.6,5.46,7.8,184.9,13.3,4.35
3.48,0,0,63.33,4.23,9.1,161.28,8.5,2.69
3.46,0,0,67.4,7.64,13.07,222.91,20.2,7.31
3.47,0.2,0,82.2,2.08,6.16,148.61,7.9,3.75
3.45,3.88,0,85.4,2.74,9.27,177.98,8.2,4.9
3.43,4.02,0,89.4,0.88,7.67,295.49,8.2,4.33
3.41,7.774,0,72.4,6.24,7.28,162.43,16.1,7.58
3.4,6,0,75.17,3.45,10.49,156.96,18.3,9.9
4.1,7.038,0,72.2,5.36,13.91,196.99,18.9,12.92
4,6.192,0,70.6,7.74,16.71,210.82,25.2,16.4
4,8.486,0,79,8.02,15.01,153.79,20,15.6
3.95,6.58,0,85.2,4.9,17.07,148.61,15.1,14.94
3.82,6.134,0,82.6,4.1,19,200.45,18.5,16.28
3.4,6.788,0,77.4,7.18,15.86,179.71,19.9,19.48
3.39,7.094,4.3,78.4,6.66,18.82,153.79,21.3,20.53
3.37,4.916,46.6,78.8,9.06,19.82,179.71,26.1,23.93
3.34,6.308,5.3,80.8,8.54,21.52,169.34,27.2,24.08
3.3,9.402,11.7,84,4.74,19.54,181.44,16.5,18.24
3.29,8.854,18.3,83.2,4,20.98,158.98,19.8,12.24
3.27,9.256666667,0,65.5,7.85,23.97,151.2,38,7.1
3.29,8.528,3.5,75.6,3.42,25.22,122.69,21.1,4.41
2.34,6.1,0,67.4,4.18,24.86,171.07,27.8,2.11
2.38,0.526,3.6,78.2,5.18,26.37,165.89,25,0
2.3,0.38,0,62,8.78,26.93,183.17,39.5,6.09
2.47,0.0948,35.2,79.4,4.14,25.44,115.78,26.2,9.1
2.54,0.87,0,74.2,6.06,25.58,115.78,28.9,10.51
2.51,1.936,144.4,76,5.7,26.8,133.06,26.2,10.39
2.49,52.2,16,88.8,4.14,23.85,129.6,16.3,8.19
2.53,27.372,0,80.8,5.44,26.31,127.87,22.5,9.82
2.58,4.89,0,80.6,7.72,27.57,69.12,26.6,11.44
2.67,5.02,0,76.8,10.4,28.98,101.95,33.7,13.71
2.8,7.943333333,12.5,81.5,9.77,29.62,125.28,37.7,22.79
2.87,3.964,0,78.6,8.7,27.46,146.88,31.3,25.29
2.95,2.088,15.9,81.6,4.92,28.17,122.69,27.8,24.77
3.1,1.98,0,83,4.66,25.83,188.35,21.8,23.1
3.13,1.958,2.6,81.2,6.72,26.95,145.15,27.7,26.29
3.35,1.906,0,85.2,5.58,23.33,89.86,19.2,10
3.39,1.381666667,0,84.83,8.43,25.08,79.2,27.2,14.44
3.39,1.772,80,82.2,5.74,24.67,133.06,22.05,10.04
3.4,1.646,20.3,83.4,9.46,29.75,93.31,27.9,13.82
3.42,16.092,10.4,86.6,3.34,24.36,158.98,19.3,7.92
3.43,20.74,1.9,78.6,1.68,21.14,235.01,18.4,7.3
3.45,5.572,0,69.4,8.46,20.12,95.04,23.1,5.6
3.46,2.964,2,78,3.22,23.36,127.87,16.7,0
3.52,14.04,0,88.4,0,13.68,162.43,5.2,0
3.63,6.334,0,89.6,4.24,17.01,88.13,9.5,0.54
3.71,9.102,0,91.6,0.64,17.25,88.13,5.3,2.99
3.82,8.292,0,78.6,6.54,14.35,65.66,12.2,4.31
4.08,7.308,0,82.4,5.4,16.94,62.21,10.1,4.04
4.45,8.506666667,0,74.67,5.15,14.98,216,17.4,5.49
4.35,11.614,0,76.8,6.02,11.06,50.11,10.9,3.12
4.24,7.974,0,75.8,5.08,12.57,100.22,9.7,3.23
4.18,6.034,0,82.6,5.34,10.94,188.35,9.4,3.1
3.9,9.432,0,74.6,6.02,7.86,131.33,8.5,2.87
3.87,4.368,0,74.6,5.18,13.29,127.87,10.6,3.25
3.8,1.82,0,59.8,4.22,4.46,136.51,6.9,2.5
3.76,0.922,0,66.4,6.24,7.03,148.61,9.7,2.76
3.7,1.856,0,48.2,7.78,6.49,179.71,13.8,3.72
3.65,1.182,0,62.6,5.46,6.75,107.14,8.9,2.6
3.65,0.296,0,50,5.16,1.42,177.98,8.8,2.67
3.66,0.82,0,43.8,7.68,1.69,155.52,7.6,2.93
3.68,0.401666667,0,61.33,5.27,4.53,167.04,8.7,3.21
3.69,0.124,0,88,1.06,1.35,203.9,2.6,1.35
3.68,0.12,0,82.2,2.26,1.32,162.43,3.2,1.54
3.67,0.656,0,87,0,-1.62,262.66,3.8,1.2
3.65,0.76,0,76,4.18,-0.89,131.33,4,1.72
3.63,0.866,0,76.2,2.06,-2.24,219.46,4.4,1.62
3.62,1.283333333,0,61.33,5.27,-2.36,138.24,6.5,2.54
3.63,1.12,0,70.4,3.94,-0.37,105.41,4.1,2.01
3.6,0.764,0,57.4,8.12,3.15,207.36,12.1,3.81
3.58,0.836,0,71.4,6,6.2,143.42,10.1,3.36
3.58,1.192,0,75.8,3.24,4.48,222.91,8.1,2.88
3.58,1.99,0,70.6,3.14,4.61,165.89,10.8,3.18
3.57,0.8975,0,52.75,8.63,6.89,187.92,15.3,4.51
3.52,0.79,0,56.6,6.3,9.6,169.34,19.4,6.27
3.48,0.852,0,52.6,6.52,9.31,139.97,18.3,6.86
3.47,1.012,0,75,5.78,9.09,171.07,13.9,6.74
3.46,1.712,0,57.2,8.5,11.69,186.62,25.6,11.14
3.46,0.916,0,48.8,4.52,12.51,164.16,21.2,10.64
3.46,0.093333333,0,40.67,8.23,16.02,272.16,43.8,22.36
3.55,0,0,56,6.52,13.65,209.09,25.7,15.06
3.58,0,0,58.2,8.84,14.53,229.82,24.3,18.19
3.62,0,0,58,7.84,15.05,257.47,29.9,20.67
3.69,0,0,72.4,6.92,17.78,162.43,22.9,18.97
3.78,0,0,56.4,7.14,20.38,184.9,29.2,24.04
3.9,0,0,52.2,8.5,19.47,152.06,32.9,25.67
3.94,0,0,58.6,10.82,22.53,165.89,37.6,30.38
3.97,0,32.1,67,8.98,19.49,169.34,31.2,25.16
3.99,0,4.8,74.6,4.74,19.77,139.97,22.4,19.51
4.23,0,0,60,9.68,23.43,134.78,39.9,29.34
4.32,0,1.7,57.2,6.68,26.43,110.59,36,17.14
4.35,0,11.5,75,4.77,21.94,182.88,26.8,5.76
4.37,0.924,56.1,82.4,4.82,23.71,171.07,22.75,4.5
4.39,1.418,0,69,7.88,25.71,110.59,32,1.28
4.4,0.466,3.5,61.6,9.8,25.34,124.42,38.7,0
4.51,0.326,0,64,6.16,27.05,57.02,33,2.69
4.53,1.028,168.5,85.6,2.88,25.63,84.67,21.7,8.01
4.55,2.144,20.2,90.2,4.08,25.83,110.59,16.95,8.72
3.85,6.66,110.2,88.8,2.48,27.43,72.58,19,7.82
2.95,119.68,3,86,3.78,27.11,141.7,20.6,8.86
1.99,109.38,219.2,91.8,2.64,26.42,88.13,16.65,7.62
2,63.46,0,85.6,7.26,29.36,44.93,26.7,11.45
2.18,28.74,0,85.2,8.46,29.75,120.96,27.4,12.35
2.25,24.93333333,69.1,83.33,7.45,27.85,40.32,34.8,18.43
2.23,18.96,16.7,86.8,4.24,26.18,105.41,14.9,17.07
2.23,31.52,39,88.2,3.62,27.34,105.41,20.2,21.85
2.22,17.872,2.8,86.4,5.58,28.05,122.69,21,24.69
2.21,19.56,0,81,7,27.3,141.7,26,26.93
2.21,9.358,13.8,77.8,7.64,26.03,196.99,25.7,12.64
2.2,6.883333333,0,79.5,7.33,25.63,182.88,34.1,14.38
2.22,9.774,30.6,86,4.94,26.28,174.53,20.3,9.99
2.23,34.94,0.3,78.6,5,19.63,114.05,16,8.44
2.25,26.06,0,70.8,7.2,22.32,153.79,25.2,10.75
2.28,13.9,5.2,74.8,7.16,24.75,79.49,20.8,10.39
2.34,27.92,63.2,89.8,1.5,21.18,150.34,14.6,3.86
2.45,57.32,32.1,90.6,0.04,17.72,193.54,5.6,0
2.43,38.58,0,87.8,5.18,20.67,65.66,12.9,0
2.4,18.6,0,89.2,3.18,19.15,181.44,9.4,0.44
2.38,22.02,0,80.2,3.26,12.97,158.98,9.6,3.59
2.35,17.36,0,86.4,3.14,15.16,55.3,7.5,3.32
2.28,18.7,0,91.4,0,14.36,209.09,3.9,2.52
2,19.31666667,0,81.33,4.27,10.98,126.72,10.7,3.68
1.99,14.36,0,73.6,8.84,13.42,79.49,13.2,4.01
2,12,0,76.6,0.4,7.01,295.49,8.7,2.93
1.98,13.58,0,80,3.84,5.75,153.79,4.9,2.15
1.98,14.26,0,83.2,3.54,5.7,158.98,5,2.07
1.97,11.58,0,78.6,5.74,8.06,139.97,7.9,2.6
1.98,10.74,0,89.6,0.36,7.99,146.88,3.5,1.63
1.99,11.5,0,83,4.28,6.9,165.89,5.1,2.12
2,13.5,0,90.2,0.84,6.02,150.34,3.3,1.56
2.06,13.08,0,80.2,4.46,4.27,171.07,4.6,1.97
2.09,11.92,0,85,1.24,4.73,188.35,4.7,1.73
2.12,9.646,0,69.6,6.84,6.85,143.42,8.7,2.53
2.15,9.325,0,84.83,1.27,3.08,194.4,3.8,1.94
2.15,9.576,0,79.4,2.22,2.89,174.53,4.5,1.76
2.15,10.206,0,91,3.68,0.12,240.19,3.6,1.28
2.17,11.9,0,82,2.98,-2.3,179.71,2.8,1.37
2.19,15.62,0,85.6,2.92,0.18,171.07,2.7,1.48
2.17,13.1,0,90.8,0,-1.46,283.39,2.7,1.13
2.18,10.41,0,68.5,5.38,-0.63,145.44,7.9,2.74
2.18,12.48,0,81.6,2.38,2.64,184.9,4.1,1.83
2.17,13.24,0,86.6,2.32,-0.32,212.54,3,1.71
2.15,18.1,0,82.8,4.7,2.43,260.93,7.5,2.57
2.1,18.3,0,73.4,5.38,7.68,179.71,10.1,3.63
2.07,21.14,0,83,3.48,5.02,209.09,5,2.75
2,17.1,0,82.67,1.7,4.8,123.84,3.7,1.61
2.02,14.26,0,51.8,6.56,10.77,209.09,20.9,6.92
2,11.82,0,53.2,6.72,7.82,245.38,20.9,7.36
2.04,8.392,0,57.4,6.5,12.18,214.27,24.1,9.23
2.06,8.144,0,64.2,6.86,12.45,207.36,20.9,10.3
2.07,8.04,0,56.8,7.34,15.59,209.09,26.6,12.84
2.08,6.073333333,0,65.17,8.57,10.09,197.28,25.6,13.92
2.1,1.902,0,62,9.46,14.09,160.7,25.7,15.37
2.18,1.65,0,76.4,3.5,13.82,231.55,15.5,12.02
2.21,1.468,0,60.8,10.4,13.95,214.27,29.2,19.84
2.32,0.524,0,70.4,8.04,18.12,205.63,28.7,20.72
2.45,0.614,0,62.4,5.66,14.28,145.15,23.1,17.35
2.53,1.534,0,78.8,3.92,16.6,148.61,15,15.54
2.58,0.964,0,71.4,8.22,20.44,131.33,26.2,23.58
2.59,0.1098,0,72.8,7.7,20.52,141.7,25.3,23.52
2.6,0.0034,0,63.2,9.48,24.17,148.61,36.3,29.06
2.63,0,0,64,7.5,22.95,167.62,28,26.87
2.65,0,1.1,73.2,7.2,24.94,122.69,28.3,18.83
2.68,0,0,64.33,6.12,22.89,149.76,35.1,6.48
2.71,0,0,60,8.08,24.75,105.41,34.5,5.97
2.9,0,1.1,65.2,4.04,27.18,157.25,32.4,2.82
3.12,0,9.7,71.6,5.12,25.22,108.86,24.2,0
3.19,0,21.9,84,5.14,25.46,108.86,31.75,4.4
3.25,1.13,0,75.6,7.48,25.88,114.05,28.6,11.35
3.28,1,94.3,77.4,7.14,29.15,174.53,30.5,12.3
3.29,3.198,21.7,74.6,9.46,30.03,196.99,40.3,14.6
3.25,2.648,7.4,69.6,10.68,30.29,179.71,44,15.42
3.21,11.718,0,75.2,8.84,28.42,148.61,35.3,13.03
3.15,1.096,40.8,70.2,10.94,28.8,131.33,37.6,14.51
3.11,6.61,70.3,90.2,3.8,28,119.23,26.25,8.66
3,19.35,154.7,91,4.72,25.45,142.56,25.55,14.44
2.98,15.738,1.2,83,9.14,27.8,133.06,26.9,25.42
2.96,15.426,0,82.6,3.52,28.02,133.06,20.6,22.68
2.91,8.812,0,80.8,8.84,25.76,84.67,25.5,28.75
2.87,22.802,0,83.4,5.82,26.54,148.61,21.1,24.59
2.85,4.598,0,81.6,9.1,27.68,119.23,28.8,13.89
2.8,3.096666667,7.9,80.17,2.6,23.86,146.88,20.4,10.21
2.8,2.086,0,76.4,8.12,24.96,117.5,24.7,11.97
2.79,1.248,0,69.2,6.28,23.56,164.16,27.9,10.95
2.75,1.082,0,71.8,8.4,23.6,115.78,26,11.29
2.71,0.948,0,72.4,2.54,22.11,205.63,20.9,8.5
2.69,3.782,1.2,77.2,4.66,21.16,141.7,18.2,4.71
2.67,1.24,0,67.2,6.3,20.26,174.53,24.7,0
2.71,3.064,0,69.2,5.66,17.84,124.42,17.4,0
2.75,1.324,0,71.6,4.38,16.65,174.53,15.1,1.4
2.78,0.558,0,75.2,2.4,18.52,176.26,13.8,4.81
2.8,0.44,0,75,3.8,16.96,70.85,13.1,3.93
3.08,0.36,0,86.8,2.86,17.47,88.13,8.3,3.48
3.1,3.165,0,86.33,4.82,14.12,109.44,10.4,3.88
3.02,7.842,0,80.8,2.48,11.75,139.97,7.6,2.83
3.04,10.286,0,73.2,5.54,9.7,70.85,10.7,2.86
3.05,9.574,0,66.4,6.28,9.84,148.61,12.6,3.64
3.08,8.656,0,67,7.48,8.78,58.75,10.3,2.82
3.09,9.312,0,60.6,5.6,11.39,127.87,12.8,3.48
3.1,8.928,0,64.8,1.7,5.71,100.22,7.7,2.27
3.09,9.376,0,85.6,0,3.29,228.1,3.5,1.59
3.08,10.44,0,89,0.22,0.53,203.9,2.3,1.15
3.05,10.86,0,74.4,2.74,1.05,229.82,4.3,1.86
3.03,10.2,0,82.4,0.68,1.38,191.81,4.2,1.47
2.92,10.142,0,64.4,6.3,-0.24,124.42,4.2,1.86
2.9,10.38333333,0,68.33,4.63,2.58,105.12,6.6,2.42
2.93,10.84,0,58.8,7.46,5.64,148.61,9.7,3.05
2.96,9.194,0,56.6,6.62,7.49,174.53,10.7,3.59
2.97,8.49,0,88,1.54,5.81,205.63,4.9,1.78
3.02,7.074,0,72,2.58,2.93,165.89,8.1,2.13
3.03,8.068,0,48.8,5.7,2.81,176.26,10.1,3.21
3.05,7.458333333,0,67.17,4.37,3.99,79.2,9.8,2.78
3.07,9.574,0,55.6,4.6,6.65,93.31,12.8,3.15
3.08,9.386,0,57.2,3.26,7.23,193.54,14.9,3.88
3.1,3.412,0,51.8,5.7,8.67,179.71,19.3,4.67
3.14,0.784,0,64.4,4.82,8.47,203.9,13.2,4.32
3.17,0.412,0,69,5.16,9.53,150.34,13.7,4.03
3.21,0.37,0,83,2.17,8.65,83.52,5.1,1.83
3.23,0.408,0,81.2,1.22,4.8,235.01,8.95,3.24
3.25,0.544,0,60,8.5,11.47,171.07,23.7,7.85
3.26,0.478,0,78.6,4.94,15.13,136.51,17.35,6.98
3.29,2.86,0,66.2,6.46,14.33,188.35,22.4,9.81
3.32,0.99,0,70,5.72,11.29,188.35,15.1,9.39
3.35,0.246666667,0,70.33,7.6,16.38,141.12,39.45,15.95
3.21,0,0,75.4,5.88,18.45,153.79,21.5,13.36
3.2,0,0,68.2,5.16,12.56,145.15,24.2,12.86
3.19,0,0,64.8,9.96,18.65,243.65,28.35,22.77
3.19,0,0,71.2,5.92,14.89,136.51,21.2,15.86
3.17,0,0,68.6,3.3,15.69,243.65,16.15,16.97
3.18,0,0,86.2,1.28,12.96,122.69,11.2,11.04
3.19,0.848,77.9,90.4,1.1,15.76,186.62,12.4,11.41
3.18,3.428,9.9,85.6,5.36,15.31,150.34,19.05,16.54
3.16,5.06,34.5,87,4,19.39,195.26,23.7,16.74
3.1,14.716,5.9,75.2,7.94,19.23,126.14,14.7,22.28
3.17,4.558,5,73.4,7.06,21.59,81.22,17.1,14.05
3,3.16,0,68.17,10.03,24.31,135.36,32.45,7.88
3.19,1.574,0,58.6,9.36,28.35,89.86,31.15,6.7
3.19,0.598,4.2,65.6,5.32,27.84,146.88,17,2.49
3.18,1.06,1.1,51.2,10.7,27.58,171.07,30.05,0
3.19,0.1,0,67.6,7.18,29.06,96.77,21.4,4.52
3.2,5.582,91.5,83.6,1.44,23.96,205.63,19.8,7.37
3.2,15.648,9.2,81.8,6.94,24.93,143.42,28.9,10.61
3.87,8.388,1.6,81,5.08,27.48,127.87,27.65,10.02
3.85,11.034,0,72.4,8.52,27.93,79.49,37.25,12.26
3.7,0.48,0,73.6,11,30.5,88.13,40.75,14.82
3.65,3.342,19,75.4,8.42,28.15,157.25,34.35,12.6
3.51,19.468,41.7,87,1.34,26.1,100.22,30.3,6.85
3.2,19.58333333,83.8,92.17,2.85,25.52,129.6,23.35,13.26
3.1,4.79,1.8,84.6,10.02,30.1,79.49,35.05,27.96
3.05,18.05,0,73.6,6.44,25.35,209.09,17.7,28.01
3.01,6.006,9.5,84.2,2.06,23.82,50.11,12.9,16.9
2.98,10.802,0.2,84.8,1.9,24.63,112.32,20.25,17.25
2.87,14.428,70.3,88.2,6.16,27.05,100.22,26.25,11.41
2.78,12.39833333,0,86.5,9.27,27.08,44.64,41.9,15.74
2.79,0.1916,0,76.4,7.2,24.66,195.26,33.85,12.01
3.01,0.0086,0,74.2,7.44,24.42,157.25,20.55,11.57
